,model_power,model_power_max,numMods,numStrings,ref_power,stats,system_scale,trial,mismatch_loss,mismatch_loss_pmax,indices
23,7979.373251486415,7979.378278526315,8,3,7980.172392103174,"{0: {'vmp_p50': 53.56828939628169, 'imp_p50': 6.11897961525877, 'vmp_std': 0.3386489007282132, 'imp_std': 0.02750537977805408}, 1: {'vmp_p50': 53.727283383063885, 'imp_p50': 6.10600028027206, 'vmp_std': 0.30196777534153196, 'imp_std': 0.012392341437549867}, 2: {'vmp_p50': 53.75001611209112, 'imp_p50': 6.121525510347184, 'vmp_std': 0.30854986282742414, 'imp_std': 0.01664891563865297}}",Residential,23,-0.010014077108787196,-0.009951082982185848,"[array([75, 91, 11, 22,  3,  9, 80,  5]), array([85, 63, 35, 66, 84, 41, 26, 22]), array([42, 71, 38, 25, 31, 84, 10, 13])]"
24,7987.801078967992,7987.819237769462,8,3,7988.961103942842,"{0: {'vmp_p50': 53.60218384041429, 'imp_p50': 6.126633836515627, 'vmp_std': 0.34826603275795837, 'imp_std': 0.020561956762961915}, 1: {'vmp_p50': 53.793030573849535, 'imp_p50': 6.11528173139416, 'vmp_std': 0.25015054032264517, 'imp_std': 0.016174545352887426}, 2: {'vmp_p50': 54.02856055780471, 'imp_p50': 6.111252927436714, 'vmp_std': 0.19909027343326074, 'imp_std': 0.012905356552575992}}",Residential,24,-0.014520348262521406,-0.014293049603359408,"[array([78, 79, 27,  7, 63,  6, 19, 77]), array([96, 42, 32, 15, 89, 58, 95, 30]), array([92, 86, 69, 11, 33, 19, 55, 71])]"
25,7958.075662462097,7958.097074335157,8,3,7959.795641184989,"{0: {'vmp_p50': 53.380917045788344, 'imp_p50': 6.1109472541824, 'vmp_std': 0.29588339347340903, 'imp_std': 0.03501957178180858}, 1: {'vmp_p50': 53.389242301118486, 'imp_p50': 6.112296596755681, 'vmp_std': 0.3371452126567143, 'imp_std': 0.03194501513677355}, 2: {'vmp_p50': 53.532476098943036, 'imp_p50': 6.104608685100409, 'vmp_std': 0.312761392300076, 'imp_std': 0.014911456410887413}}",Residential,25,-0.02160832765595828,-0.021339327369703787,"[array([96, 52, 82, 38,  7, 98, 69, 18]), array([30, 64, 82,  6, 67, 91, 48, 47]), array([49, 25, 78, 40, 76, 39, 63, 52])]"
26,7965.314581351341,7965.334755333645,8,3,7965.777265284113,"{0: {'vmp_p50': 53.27281845749341, 'imp_p50': 6.108384553208526, 'vmp_std': 0.4354453583021983, 'imp_std': 0.018115120489888677}, 1: {'vmp_p50': 53.26899318644211, 'imp_p50': 6.1057922112343, 'vmp_std': 0.42272878256877444, 'imp_std': 0.011815308295342122}, 2: {'vmp_p50': 53.76754131771611, 'imp_p50': 6.1088383894465865, 'vmp_std': 0.27872220477319776, 'imp_std': 0.011197471287439129}}",Residential,26,-0.005808396561481679,-0.005555138384252609,"[array([90, 20, 19,  0, 69, 16, 46, 64]), array([30, 92, 34, 66, 22, 41, 71, 90]), array([ 2, 68, 65, 46, 63, 88, 35, 56])]"
27,7979.670747169151,7979.671444308305,8,3,7981.513464051597,"{0: {'vmp_p50': 53.97542658166554, 'imp_p50': 6.112402006389289, 'vmp_std': 0.2656043651593201, 'imp_std': 0.014728538132219011}, 1: {'vmp_p50': 53.79079431206641, 'imp_p50': 6.112486625176857, 'vmp_std': 0.2728151386837015, 'imp_std': 0.028656261017898848}, 2: {'vmp_p50': 53.38212707361051, 'imp_p50': 6.108757622462691, 'vmp_std': 0.388181095182129, 'imp_std': 0.032492398480392794}}",Residential,27,-0.023087311582520767,-0.0230785771594425,"[array([64, 11,  8, 67, 68, 17, 91, 93]), array([ 9, 19, 76, 92, 35, 42, 49, 18]), array([40, 45, 97, 77, 82, 46, 92, 54])]"
28,7951.1470577364125,7951.157873208973,8,3,7951.763261304059,"{0: {'vmp_p50': 53.720738186642976, 'imp_p50': 6.126850663012377, 'vmp_std': 0.2978397864349215, 'imp_std': 0.006205136402310321}, 1: {'vmp_p50': 53.08809339743352, 'imp_p50': 6.092681314246677, 'vmp_std': 0.442244377585175, 'imp_std': 0.01839214152834736}, 2: {'vmp_p50': 53.53135906737345, 'imp_p50': 6.1043819911682995, 'vmp_std': 0.3084632037521126, 'imp_std': 0.019741210262046636}}",Residential,28,-0.007749269531762919,-0.007613256018722554,"[array([78, 42,  4, 22, 30, 21, 38, 74]), array([99, 56, 66, 95, 24, 31, 12, 70]), array([96, 15, 99, 32, 39, 40, 74, 69])]"
29,7965.407205813334,7965.417842200861,8,3,7965.815826160384,"{0: {'vmp_p50': 53.611726287020886, 'imp_p50': 6.126759997126096, 'vmp_std': 0.26606592369595705, 'imp_std': 0.010843269639670205}, 1: {'vmp_p50': 53.52672872066409, 'imp_p50': 6.105140442078202, 'vmp_std': 0.3237377581267627, 'imp_std': 0.013389535005848614}, 2: {'vmp_p50': 53.605604159301485, 'imp_p50': 6.1266126413304045, 'vmp_std': 0.2844819286901562, 'imp_std': 0.014745079469131303}}",Residential,29,-0.0051296735446449675,-0.004996148143622721,"[array([55, 43, 76, 23, 27, 24, 26, 19]), array([39, 62, 89, 50, 98, 97, 72, 23]), array([74, 97, 96, 27, 72, 94, 43, 61])]"
30,7962.5384065855915,7962.53845834114,8,3,7963.65335134988,"{0: {'vmp_p50': 53.08761721864527, 'imp_p50': 6.092697759338569, 'vmp_std': 0.3727374662663839, 'imp_std': 0.018427399901014777}, 1: {'vmp_p50': 53.78525564458111, 'imp_p50': 6.117771367986311, 'vmp_std': 0.3444120599755707, 'imp_std': 0.028258637440877248}, 2: {'vmp_p50': 53.635341508331614, 'imp_p50': 6.127435044547816, 'vmp_std': 0.2387488794700836, 'imp_std': 0.010587022988409231}}",Residential,30,-0.01400041808825531,-0.013999768191205889,"[array([26, 76, 30, 43, 89, 40, 68, 12]), array([34, 73, 15,  9, 11, 22, 47, 63]), array([67,  4, 30, 26, 86, 77,  5, 44])]"
31,7969.587706473397,7969.603595307393,8,3,7970.595155139037,"{0: {'vmp_p50': 53.38212707361051, 'imp_p50': 6.112484021960753, 'vmp_std': 0.37102010674813507, 'imp_std': 0.031895724474812294}, 1: {'vmp_p50': 53.27584434912124, 'imp_p50': 6.12412924765397, 'vmp_std': 0.44511108549470285, 'imp_std': 0.00913399341025693}, 2: {'vmp_p50': 53.73127957044009, 'imp_p50': 6.105561422986341, 'vmp_std': 0.2106671258945287, 'imp_std': 0.01229436366090798}}",Residential,31,-0.012639566381574603,-0.012440223249885156,"[array([ 7, 22, 96, 59, 82, 92, 18, 77]), array([78, 90, 17, 87, 63, 34,  1, 93]), array([ 5, 52, 44, 85, 30, 59, 65, 41])]"
32,7985.0370056452975,7985.045294258296,8,3,7986.548185458916,"{0: {'vmp_p50': 53.38213059158147, 'imp_p50': 6.114584491841901, 'vmp_std': 0.38849090450759943, 'imp_std': 0.03544262957851412}, 1: {'vmp_p50': 53.9436071887584, 'imp_p50': 6.1174416157997875, 'vmp_std': 0.1952960332491607, 'imp_std': 0.022184048358928288}, 2: {'vmp_p50': 53.96482977842782, 'imp_p50': 6.1109472541824, 'vmp_std': 0.2158077885864126, 'imp_std': 0.01371239087679487}}",Residential,32,-0.018921563841184645,-0.018817781671390643,"[array([19, 75, 53, 72, 22, 51,  9, 82]), array([25, 72, 79,  7, 23, 52, 21, 80]), array([69, 72, 50, 52, 59, 18, 63, 86])]"
33,7946.107632116341,7946.1120683192175,8,3,7946.797779428493,"{0: {'vmp_p50': 53.26330672078248, 'imp_p50': 6.111137791611656, 'vmp_std': 0.34067751532576296, 'imp_std': 0.012191978975911334}, 1: {'vmp_p50': 53.83615185982707, 'imp_p50': 6.10842070971138, 'vmp_std': 0.268672315677726, 'imp_std': 0.01354205683290326}, 2: {'vmp_p50': 53.59430646403307, 'imp_p50': 6.130301290949635, 'vmp_std': 0.16311675267889675, 'imp_std': 0.009056305424621837}}",Residential,33,-0.00868459637841834,-0.008628772598831443,"[array([90, 40, 81, 31, 69,  3, 52, 88]), array([57, 18, 88, 31, 46, 20, 65, 60]), array([68,  5, 15, 73, 67, 98, 43, 26])]"
34,7969.995177009012,7970.014492652957,8,3,7970.673422345203,"{0: {'vmp_p50': 53.265460680897576, 'imp_p50': 6.120714735762675, 'vmp_std': 0.4427664229373043, 'imp_std': 0.0069209353988042}, 1: {'vmp_p50': 53.26546419886853, 'imp_p50': 6.121919175754551, 'vmp_std': 0.37083081880805135, 'imp_std': 0.015313408929042876}, 2: {'vmp_p50': 53.38660880471348, 'imp_p50': 6.136986093322689, 'vmp_std': 0.3630736772996657, 'imp_std': 0.02590051811426296}}",Residential,34,-0.008509260137163919,-0.008266926234845238,"[array([11, 48, 50, 90, 71, 17, 60, 77]), array([ 7, 59, 90, 99,  8, 75, 53, 60]), array([66, 91, 59, 76, 82, 38, 70, 71])]"
35,7976.740124924619,7976.760905686998,8,3,7977.3498401736215,"{0: {'vmp_p50': 53.94044311478678, 'imp_p50': 6.124190086147874, 'vmp_std': 0.20481631158272454, 'imp_std': 0.009387263789953627}, 1: {'vmp_p50': 53.75675461387738, 'imp_p50': 6.1127026994291604, 'vmp_std': 0.19024948649798573, 'imp_std': 0.022615125644559416}, 2: {'vmp_p50': 53.72759052586025, 'imp_p50': 6.111267721841819, 'vmp_std': 0.23887862838080393, 'imp_std': 0.013850347249590915}}",Residential,35,-0.007643080236150264,-0.007382583168884057,"[array([ 7, 68, 57, 73, 35, 34,  5, 72]), array([44,  7, 38, 79, 64, 71, 67, 26]), array([69, 24,  5, 74,  0, 31, 25, 72])]"
36,7981.098931446787,7981.0985156485285,8,3,7981.615233353502,"{0: {'vmp_p50': 53.673447922757305, 'imp_p50': 6.117397793359854, 'vmp_std': 0.25016720876933235, 'imp_std': 0.013272259376360285}, 1: {'vmp_p50': 53.971483668832825, 'imp_p50': 6.11774001429777, 'vmp_std': 0.1696735061119921, 'imp_std': 0.012470589708638982}, 2: {'vmp_p50': 53.265460680897576, 'imp_p50': 6.124100572775418, 'vmp_std': 0.41808560709788745, 'imp_std': 0.009454675020175125}}",Residential,36,-0.006468639387143415,-0.006473848837189759,"[array([55, 52, 47, 28, 60, 99,  8,  7]), array([88, 84, 52, 37, 49, 36, 91, 25]), array([34, 26, 71, 77, 83, 72, 90,  1])]"
37,7982.336271137494,7982.340175164207,8,3,7982.903755975738,"{0: {'vmp_p50': 53.72337168304798, 'imp_p50': 6.117716215896443, 'vmp_std': 0.258255759123018, 'imp_std': 0.012590164096777582}, 1: {'vmp_p50': 54.05407680933077, 'imp_p50': 6.132863254052818, 'vmp_std': 0.15163645235550896, 'imp_std': 0.008347675070990938}, 2: {'vmp_p50': 53.533013399921344, 'imp_p50': 6.104608685100409, 'vmp_std': 0.3804571973284076, 'imp_std': 0.015931510025512005}}",Residential,37,-0.007108752098123774,-0.007059847253066683,"[array([ 6, 52, 25, 73, 21, 67, 63, 74]), array([91, 63, 65,  0, 68, 36, 81, 71]), array([72, 39, 85, 52, 48, 11, 81, 29])]"
